asv	Kingdom	Phylum	Class	Order	Family	Genus	Species
SV_1110	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	NA
SV_1111	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1112	Bacteria	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA
SV_1113	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	clara
SV_1114	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	intestinalis
SV_1115	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1116	Bacteria	Bacillota	Clostridia	Clostridia UCG-014	NA	NA	NA
SV_1117	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	NA
SV_1118	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA
SV_1119	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	plebeius
SV_1120	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	muciniphila
SV_1121	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	comes
SV_1122	Bacteria	Bacillota	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA
SV_1123	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	NA
SV_1124	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	inulinivorans
SV_1125	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	NA
SV_1126	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uniformis
SV_1127	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	hadrus
SV_1128	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	ulcerans
SV_1129	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	NA
SV_1130	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	NA
SV_1131	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	NA
SV_1132	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	hadrus
SV_1133	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA
SV_1134	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	NA
SV_1135	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	NA
SV_1136	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1137	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	inulinivorans
SV_1138	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	kashiwanohense
SV_1139	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium
SV_1140	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
SV_1141	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1142	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	NA
SV_1143	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
SV_1144	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
SV_1145	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	xylanisolvens
SV_1146	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	NA
SV_1147	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1148	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	NA
SV_1149	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	NA
SV_1150	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	bongori
SV_1151	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
SV_1152	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1153	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
SV_1154	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	CAG-56	NA
SV_1155	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	prausnitzii
SV_1156	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1157	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gnavus group	NA
SV_1158	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	dorei
SV_1159	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1160	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	NA
SV_1161	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	bromii
SV_1162	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gnavus group	NA
SV_1163	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	muciniphila
SV_1164	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
SV_1165	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	inulinivorans
SV_1166	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Acutalibacter	NA
SV_1167	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	NA
SV_1168	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	NA
SV_1169	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	NA
SV_1170	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	NA
SV_1171	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	distasonis
SV_1172	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	faecium
SV_1173	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Megamonas	funiformis
SV_1174	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Megamonas	NA
SV_1175	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	xylanisolvens
SV_1176	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gauvreauii group	NA
SV_1177	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnobacterium	NA
SV_1178	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002	NA
SV_1179	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	NA
SV_1180	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	NA
SV_1181	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	NA
SV_1182	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
SV_1183	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
SV_1184	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA
SV_1185	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Absiella	argi
SV_1186	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	vulgatus
SV_1187	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] eligens group	NA
SV_1188	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	intestini
SV_1189	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA
SV_1190	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1191	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1192	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
SV_1193	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] eligens group	eligens
SV_1194	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1195	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	faecium
SV_1196	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
SV_1197	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	stercoris
SV_1198	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	NA	NA
SV_1199	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] ventriosum group	NA
SV_1200	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	NA
SV_1201	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
SV_1202	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerotignum	NA
SV_1203	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gauvreauii group	NA
SV_1204	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	NA
SV_1205	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1206	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1207	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptoclostridium	NA
SV_1208	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
SV_1209	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	NA
SV_1210	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	NA
SV_1211	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	elsdenii
SV_1212	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	prausnitzii
SV_1213	Bacteria	Bacillota	Clostridia	Clostridia UCG-014	NA	NA	NA
SV_1214	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	formicigenerans
SV_1215	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	inulinivorans
SV_1216	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	succinatiphilus
SV_1217	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	eggerthii
SV_1218	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	NA
SV_1219	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	hadrus
SV_1220	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	perfringens
SV_1221	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	prausnitzii
SV_1222	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	NA
SV_1223	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	parainfluenzae
SV_1224	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae FCS020 group	NA
SV_1225	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA
SV_1226	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	hadrus
SV_1227	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA
SV_1228	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
SV_1229	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	bicirculans
SV_1230	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	NA
SV_1231	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	NA
SV_1232	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	formicigenerans
SV_1233	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	inulinivorans
SV_1234	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gauvreauii group	NA
SV_1235	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	NA
SV_1236	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	intestinalis
SV_1237	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
SV_1238	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Megamonas	NA
SV_1239	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	plebeius
SV_1240	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
SV_1241	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	faecis
SV_1242	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	inulinivorans
SV_1243	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	NA
SV_1244	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	NA
SV_1245	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
SV_1246	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	NA
SV_1247	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
SV_1248	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	distasonis
SV_1249	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	NA
SV_1250	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	NA
SV_1251	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1252	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	NA
SV_1253	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospira	NA
SV_1254	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
SV_1255	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	NA
SV_1256	Bacteria	Bacillota	Clostridia	Clostridia UCG-014	NA	NA	NA
SV_1257	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
SV_1258	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	kerstersii
SV_1259	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1260	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	bacterium
SV_1261	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	NA
SV_1262	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	NA
SV_1263	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	NA
SV_1264	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	NA
SV_1265	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] ventriosum group	NA
SV_1266	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	NA
SV_1267	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	hadrus
SV_1268	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	NA
SV_1269	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	macedonicus
SV_1270	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uniformis
SV_1271	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gnavus group	NA
SV_1272	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
SV_1273	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
SV_1274	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	NA
SV_1275	Bacteria	Bacillota	Bacilli	RF39	NA	NA	NA
SV_1276	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae FCS020 group	NA
SV_1277	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	prausnitzii
SV_1278	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Bacteroides] pectinophilus group	pectinophilus
SV_1279	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1280	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	NA
SV_1281	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	bicirculans
SV_1282	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
SV_1283	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
SV_1284	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	comes
SV_1285	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
SV_1286	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Intestinibacter	NA
SV_1287	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	adolescentis
SV_1288	Bacteria	Bacillota	Bacilli	RF39	NA	NA	NA
SV_1289	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
SV_1290	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	hadrus
SV_1291	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	NA
SV_1292	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	NA
SV_1293	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	NA
SV_1294	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	prausnitzii
SV_1295	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	wexlerae
SV_1296	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	NA
SV_1297	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis
SV_1298	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	NA
SV_1299	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	NA
SV_1300	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	stercoris
SV_1301	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Leyella	NA
SV_1302	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	NA
SV_1303	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	ovatus
SV_1304	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	pseudocatenulatum
SV_1305	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	piriformis
SV_1306	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	NA
SV_1307	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
SV_1308	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	NA
SV_1309	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	[Eubacterium] siraeum group	siraeum
SV_1310	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
SV_1311	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	NA
SV_1312	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	NA
SV_1313	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uniformis
SV_1314	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1315	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	faecis
SV_1316	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	bacterium
SV_1317	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	invisus
SV_1318	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	NA
SV_1319	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	NA
SV_1320	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	caccae
SV_1321	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	comes
SV_1322	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	vulgatus
SV_1323	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	marcescens
SV_1324	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	hadrus
SV_1325	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	NA
SV_1326	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1327	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1328	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	putredinis
SV_1329	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	NA
SV_1330	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1331	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	inulinivorans
SV_1332	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	prausnitzii
SV_1333	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002	NA
SV_1334	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fluxus
SV_1335	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1336	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1337	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] gnavus group	NA
SV_1338	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1339	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA
SV_1340	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
SV_1341	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter	NA
SV_1342	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
SV_1343	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1344	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	xylanisolvens
SV_1345	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	plebeius
SV_1346	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	inulinivorans
SV_1347	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	NA
SV_1348	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1349	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	[Eubacterium] siraeum group	siraeum
SV_1350	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
SV_1351	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	faecis
SV_1352	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	inulinivorans
SV_1353	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
SV_1354	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	NA	NA
SV_1355	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	dorei
SV_1356	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	inulinivorans
SV_1357	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	NA
SV_1358	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	NA
SV_1359	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	prausnitzii
SV_1360	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	NA
SV_1361	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	finegoldii
SV_1362	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	cellulosilyticus
SV_1363	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	cellulosilyticus
SV_1364	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	hirae
